""	"logFC"	"logCPM"	"PValue"	"FDR"
"Zm00001eb274690"	4.21610589525949	3.02219911523652	2.43476055297626e-08	2.73840637214346e-05
"Zm00001eb228670"	3.9125049896265	5.62792441336595	2.49885686619752e-08	2.73840637214346e-05
"Zm00001eb113780"	-3.9725831980791	3.91444997293131	3.21955328655368e-08	3.37479174719664e-05
"Zm00001eb240910"	-3.93877739500714	3.46051879890097	5.59990090287325e-08	5.62533378614047e-05
"Zm00001eb389190"	3.73751095331167	6.06398443553657	7.37805372577081e-08	7.06390021987056e-05
"Zm00001eb396520"	-3.75677341669947	5.18595837415871	7.61796033500496e-08	7.06390021987056e-05
"Zm00001eb123400"	-3.92214930160181	2.72659511089763	1.26367441745093e-07	0.000112836764927128
"Zm00001eb314610"	3.68912047207993	4.8279855798381	1.39092309233297e-07	0.000119763445832342
"Zm00001eb258790"	3.64079680153425	5.33672854326496	1.58154757563457e-07	0.000131481139658531
"Zm00001eb187450"	4.15717869963047	1.99462987807424	1.763143492131e-07	0.000141692088172621
"Zm00001eb223620"	4.34816515376076	1.67813534799799	1.90691823940657e-07	0.000148302876883396
"Zm00001eb011990"	5.78838183088133	0.463251724196667	2.14185701586624e-07	0.000161368846235997
"Zm00001eb301270"	3.78147847955443	2.98997730644279	2.38252129853824e-07	0.000174061230261995
"Zm00001eb101660"	-3.92774593660625	2.30127439593336	2.81882574990326e-07	0.000196242339172588
"Zm00001eb415520"	3.63342523288465	3.86735900138871	2.84892856237944e-07	0.000196242339172588
"Zm00001eb325410"	-3.60864686269821	3.80936218262081	3.43050323148963e-07	0.000229738895577732
"Zm00001eb087860"	5.68323453739184	0.366844150244882	3.67920259447334e-07	0.000239734852297724
"Zm00001eb397030"	8.54857053149246	-0.0228303471996094	4.29772992151306e-07	0.000272668343888838
"Zm00001eb130790"	4.42955122156057	1.29398216236877	4.70025075437273e-07	0.000290559860095313
"Zm00001eb069310"	-3.45035328903468	4.0593964315362	7.2255377572733e-07	0.000434578555663579
"Zm00001eb099460"	8.45954910825452	-0.103783050505682	7.39048520561066e-07	0.000434578555663579
"Zm00001eb212520"	-3.64501010373949	2.40665958448629	7.99485580914166e-07	0.000458923758815706
"Zm00001eb088020"	-3.35708457578163	5.70594326093241	8.98175507405336e-07	0.00049715836173456
"Zm00001eb018040"	-4.12976302824505	1.0267920700936	9.07336178038104e-07	0.00049715836173456
"Zm00001eb198620"	-3.51384890148732	2.90791488551035	9.35439013934693e-07	0.000501166648598923
"Zm00001eb375120"	3.38238003725076	4.01528632580325	1.16580130150439e-06	0.000611006599521073
"Zm00001eb299760"	-3.31894206209361	4.37606764724992	1.43309560043244e-06	0.000735117060230336
"Zm00001eb112260"	-3.3204232899447	4.20629046007102	1.51137296093503e-06	0.000751982774863504
"Zm00001eb414810"	3.63215971352317	2.0794086118341	1.52835687785938e-06	0.000751982774863504
"Zm00001eb369550"	4.73831642064748	0.368717836250551	2.10233646547438e-06	0.000999866309518452
"Zm00001eb128610"	4.1982743268347	0.784258565477862	2.11510978412381e-06	0.000999866309518452
"Zm00001eb405160"	-5.5824719625773	0.0288318887110925	2.22803312316068e-06	0.00103299328012078
"Zm00001eb081770"	-3.6430023361285	1.76364069194789	2.35559299391047e-06	0.00106411646756899
"Zm00001eb364840"	8.26311187779402	-0.28102811344135	2.38343727440895e-06	0.00106411646756899
"Zm00001eb361170"	-3.43866654737703	2.2183473780848	2.85859479866476e-06	0.00125305203638198
"Zm00001eb087960"	-3.12691338526085	8.40378263288651	3.19952087320263e-06	0.00137745087021504
"Zm00001eb179680"	-3.14071676439888	4.59185804999783	4.04705956922604e-06	0.00171176419569247
"Zm00001eb367770"	3.11194987831475	4.71230928333951	4.83835803885049e-06	0.00201117196480425
"Zm00001eb384750"	3.16261518942927	3.49374090634884	5.34430972100125e-06	0.00218382988243422
"Zm00001eb162570"	-4.22669337039758	0.562607420839643	5.68970308588169e-06	0.00228621752829203
"Zm00001eb283460"	-3.74797376589534	0.890616167638829	5.86395454049437e-06	0.00231760786912752
"Zm00001eb413120"	-3.81985458312487	0.743762258408095	6.12622903518676e-06	0.00234740387572451
"Zm00001eb087980"	-3.56307951095658	1.35184858247447	6.16625491306437e-06	0.00234740387572451
"Zm00001eb165030"	3.39086071102438	2.11745875505787	6.23472258281804e-06	0.00234740387572451
"Zm00001eb069320"	-3.06843599210219	4.5272204597849	6.32880882334785e-06	0.00234740387572451
"Zm00001eb014050"	-3.02703854041559	6.10048377404208	6.62905583669871e-06	0.00242151374495408
"Zm00001eb320890"	-3.00852081261069	7.580813526178	6.74103000105541e-06	0.00242566406411112
"Zm00001eb171840"	3.21308290794632	2.8126624831181	6.96921376765535e-06	0.00245294648691976
"Zm00001eb105530"	8.03564769772483	-0.483664209599536	7.02033711881304e-06	0.00245294648691976
"Zm00001eb253650"	-4.36799447788832	0.307443961984908	8.60459055452789e-06	0.00296354390970161
"Zm00001eb237960"	-2.96081563348187	7.23603689110299	9.08627735423801e-06	0.00308536705258203
"Zm00001eb250730"	-3.55533607749144	1.06490880810884	9.53362941235221e-06	0.00319230932642221
"Zm00001eb235950"	-4.34205354156972	0.283851839871735	9.85096632889931e-06	0.00325338283867717
"Zm00001eb060840"	3.26798215643642	1.92836154429046	1.02971489201338e-05	0.00335478328804738
"Zm00001eb146840"	3.2732923232014	2.0885218995139	1.08215244573118e-05	0.00347861510855108
"Zm00001eb019280"	3.60818843787194	1.18948840954183	1.11070811859734e-05	0.0035234292146399
"Zm00001eb267480"	-3.63987790705178	0.793326383238239	1.15726362778837e-05	0.00362343750679869
"Zm00001eb106430"	-2.93382537147206	5.73794090137509	1.1970518436609e-05	0.00369996447420778
"Zm00001eb019880"	-3.19028577281389	2.05830127732849	1.23172958392015e-05	0.00375895804287734
"Zm00001eb380990"	3.05320806910727	3.01295909007042	1.2492856485538e-05	0.00376487846262294
"Zm00001eb293570"	2.94322960944317	4.82792689240734	1.27979189417661e-05	0.00380919787366714
"Zm00001eb128310"	3.44601547407249	1.35103720991433	1.32597927332305e-05	0.00389854076835919
"Zm00001eb336580"	-2.93102507784027	4.65214206085689	1.36993173853266e-05	0.00397923907039564
"Zm00001eb165470"	3.12212905364728	2.28273471068204	1.63957047737226e-05	0.00470576245701997
"Zm00001eb407630"	4.36069422408141	0.032992196397461	1.70925688477117e-05	0.00484805579234684
"Zm00001eb172450"	2.85544983729295	6.58624771436365	1.80932055537993e-05	0.00507219875228543
"Zm00001eb052020"	2.83652576654798	6.45182237493797	2.01836695838611e-05	0.00559319643675066
"Zm00001eb344420"	3.16882206404772	1.75662470552774	2.04754442442116e-05	0.00560957369640565
"Zm00001eb120540"	3.78157914161837	0.709349842385119	2.14457910352635e-05	0.00580939973111425
"Zm00001eb023220"	2.95345424452521	2.95872843579808	2.19557543911374e-05	0.00588145869573256
"Zm00001eb206620"	3.9909227768662	0.223844743696743	2.29891610824715e-05	0.00609061191799238
"Zm00001eb015630"	3.34008971747394	1.2577680252769	2.53773952476123e-05	0.00665025676113788
"Zm00001eb359850"	2.78668754504964	5.98664913009004	2.77501757243626e-05	0.00719386007030815
"Zm00001eb026800"	-3.32582437324461	1.00674058034055	2.97474947117566e-05	0.00756502093747184
"Zm00001eb345210"	3.50453901137385	0.916786988370311	2.98094897780839e-05	0.00756502093747184
"Zm00001eb301260"	2.76380681002186	6.73575424619249	3.06822967070072e-05	0.00770541136780455
"Zm00001eb271090"	2.95911427417634	2.3569587191496	3.27244913195702e-05	0.0081335542394177
"Zm00001eb168100"	-2.76117681861477	5.21254816100207	3.42573731530496e-05	0.00842766336068238
"Zm00001eb388510"	-2.75584299808853	5.3207668694711	3.54936381829987e-05	0.00856857375495916
"Zm00001eb158640"	-2.74452880585515	6.07745217509128	3.55409753824678e-05	0.00856857375495916
"Zm00001eb122620"	2.76460247475345	4.80842763940105	3.59713699440954e-05	0.00858647285130886
"Zm00001eb332640"	-3.86176365981474	0.233455371091211	4.229243575911e-05	0.00999635621290573
"Zm00001eb065120"	-2.7327510587474	4.46988402614213	4.38301569275529e-05	0.0102592354695764
"Zm00001eb107100"	-3.17625427084046	1.12886388910433	4.66822211007672e-05	0.0107832757282366
"Zm00001eb233080"	-2.99321108211651	1.61390172067526	4.69635385733479e-05	0.0107832757282366
"Zm00001eb167950"	3.03417358251671	1.80311617435954	4.79901553280394e-05	0.0108523194552853
"Zm00001eb355980"	-2.84224251556542	2.77064794364828	4.81645104199894e-05	0.0108523194552853
"Zm00001eb283990"	2.7000180314791	5.33519630608821	4.9293531855571e-05	0.0108656542757802
"Zm00001eb188750"	-3.31333512726372	0.687433418189302	4.95757588591739e-05	0.0108656542757802
"Zm00001eb146380"	-3.31333512726372	0.687433418189302	4.95757588591739e-05	0.0108656542757802
"Zm00001eb119760"	2.74795542687315	3.62810821041743	5.25253985697401e-05	0.0114084219289898
"Zm00001eb303250"	-3.83381230450221	0.208645746332955	5.58195772949806e-05	0.0120156624018276
"Zm00001eb356910"	-2.64609923748109	7.10466440546753	5.88639481616304e-05	0.0125588577542367
"Zm00001eb217970"	-2.66798569118455	4.43996806374957	6.41592877705475e-05	0.0135024558979583
"Zm00001eb073030"	2.7737139392379	2.76933040739706	6.48484492002042e-05	0.0135024558979583
"Zm00001eb288160"	-3.32781310245591	0.517363171113802	6.49668125663928e-05	0.0135024558979583
"Zm00001eb356820"	2.79538884961516	2.60855375323623	6.69590631794861e-05	0.0137975731127712
"Zm00001eb295610"	-2.65177950610603	4.69277169585877	6.86060648271451e-05	0.0140171492959122
"Zm00001eb029530"	2.94820286429603	1.80402565804782	6.94531076641435e-05	0.0140709661569314
"Zm00001eb347850"	2.61247570315218	7.62629852720711	7.09235023328756e-05	0.0142491226478608
"Zm00001eb197370"	2.62605843872375	5.35609643318065	7.43502092317805e-05	0.0148141255732975
"Zm00001eb169870"	-3.09834959392704	1.06075921380693	7.53825099734328e-05	0.0148966961717171
"Zm00001eb367810"	2.72833726168914	2.79627748452691	7.83048260048031e-05	0.0153483825215431
"Zm00001eb229880"	2.66376114940599	3.79153119174417	7.90517238122498e-05	0.0153698226563672
"Zm00001eb231980"	-2.62931893530655	3.88253002389143	9.1612489512138e-05	0.0176694840771851
"Zm00001eb383680"	-2.84978296652172	1.63080050800712	9.49419540867846e-05	0.0181663140561769
"Zm00001eb028770"	-2.6603764727955	3.03288165236523	9.59290965612788e-05	0.0182106660550856
"Zm00001eb187050"	2.61948129760754	3.8144787416798	9.81724966575255e-05	0.0184843226704194
"Zm00001eb121900"	-2.65217168378383	3.25656763406686	9.91129950629948e-05	0.0184843226704194
"Zm00001eb340550"	-2.71879289802594	2.4333704752384	9.9922898429182e-05	0.0184843226704194
"Zm00001eb060890"	2.69820650426922	2.83350216754865	0.000100540036286401	0.0184843226704194
"Zm00001eb207130"	-2.71400267221633	2.56533932703435	0.000101336933953294	0.0184843226704194
"Zm00001eb019930"	-2.62893657066129	3.31217305745402	0.000101970837246082	0.0184843226704194
"Zm00001eb213670"	-2.56976445256711	4.94805755227593	0.000102984159908272	0.0185286948599143
"Zm00001eb283480"	3.05771346654683	1.0130436433345	0.000114159704155671	0.0203172148589461
"Zm00001eb396660"	3.45726191055632	0.134703465272146	0.00011520905925291	0.0203172148589461
"Zm00001eb155660"	2.66725689397928	2.83756485696581	0.000116178527635459	0.0203172148589461
"Zm00001eb252920"	-3.07620572283723	0.788574256334975	0.00011629580864136	0.0203172148589461
"Zm00001eb384110"	2.55316434443662	4.69037460970477	0.000120840121202967	0.0209592408782902
"Zm00001eb390820"	2.54398779462692	4.71344562409335	0.000125781537569036	0.021660479208942
"Zm00001eb079740"	-2.55091355360697	4.08590987105358	0.000131785050094901	0.0225333742747374
"Zm00001eb049040"	-3.65367692777425	0.0502884946212925	0.000133928027934372	0.0227385269399281
"Zm00001eb338780"	2.93880974002811	1.1605563332131	0.000140597362394085	0.023703928740972
"Zm00001eb281140"	2.97993593193631	1.07657800801214	0.000143886972744999	0.0240900765688137
"Zm00001eb287790"	-2.76107748846484	1.62032828002891	0.000146753260115846	0.0244005127457444
"Zm00001eb187280"	2.61590392901224	2.82372202434919	0.000151496906049954	0.0249668636309656
"Zm00001eb189510"	2.49510409410148	5.3907782069657	0.000152230658830808	0.0249668636309656
"Zm00001eb048560"	-2.72078758442533	1.87577362205701	0.000154610378290223	0.0251858216905336
"Zm00001eb231200"	2.99704496639677	0.961260612794231	0.00016086643933079	0.0259926636699324
"Zm00001eb008070"	-2.58964409498441	2.92620718500497	0.00016171967109751	0.0259926636699324
"Zm00001eb124960"	-2.46648069104498	6.18070715207731	0.000168035588368452	0.0268289403971855
"Zm00001eb281980"	-2.62629506219567	2.16397625398392	0.000173553545079682	0.0275276474889873
"Zm00001eb355990"	-2.46679895166138	5.32136911509942	0.000178110500363564	0.0280657911978116
"Zm00001eb340140"	-2.56741709014963	2.70611716835496	0.000183870323827128	0.0287852573840794
"Zm00001eb248540"	2.52951316918169	3.38543016445899	0.000186416185233309	0.0289955342567088
"Zm00001eb180950"	2.52694105631266	3.15725729303527	0.000201522472826097	0.0311442647266947
"Zm00001eb159180"	2.46612494359978	4.38888551038544	0.000204119254720723	0.0313446567647256
"Zm00001eb231110"	2.47326471376055	3.88516750867563	0.000208742889743043	0.0318517868912344
"Zm00001eb239380"	2.41608234677315	8.14353985880357	0.00021208576476471	0.0321583377529081
"Zm00001eb370870"	2.43813775853658	4.63909402175746	0.00022291143748292	0.0335885740392233
"Zm00001eb146850"	2.57071001350648	2.45481201312518	0.000225803055901435	0.0337324133191948
"Zm00001eb406950"	2.42305491399106	5.38458090607623	0.000226664355954605	0.0337324133191948
"Zm00001eb391230"	2.45749414993798	3.85882773591097	0.000229069334090939	0.0338811814453892
"Zm00001eb122680"	2.40646290817805	5.54702951444896	0.000244267328369494	0.0359087867052447
"Zm00001eb324090"	-2.39697304107166	6.08971267885533	0.000246559775866015	0.0359583597002333
"Zm00001eb309340"	-2.75449013630372	1.33199395480863	0.00024758752790405	0.0359583597002333
"Zm00001eb220680"	-3.20718578217879	-0.0380587138133636	0.000249599956267742	0.0360335649440658
"Zm00001eb104160"	-2.63627405154673	1.63714480857199	0.000266866830230385	0.0382969786310974
"Zm00001eb433540"	-2.38915770054872	5.4963792303139	0.000270211803857892	0.0383814867769248
"Zm00001eb379570"	-2.53740807192251	2.34848271491429	0.000270639709323374	0.0383814867769248
"Zm00001eb346800"	-2.53843978031366	2.20671550190728	0.000273330552457964	0.0385364110480062
"Zm00001eb249800"	-2.46454816192543	2.97595441210482	0.000278097385292489	0.038980522453585
"Zm00001eb164390"	-2.64377307860763	1.38637350004934	0.000286389552002917	0.0397969424806912
"Zm00001eb336410"	-2.44013130637722	3.18838629279634	0.000287223360223994	0.0397969424806912
"Zm00001eb214550"	3.28086735228164	-0.0140334228034013	0.000293195963031188	0.0403923512726795
"Zm00001eb316290"	-2.41026094514775	3.67173210848235	0.000304100571914193	0.0416565948197686
"Zm00001eb187130"	-2.60921742953177	1.49150756316649	0.000329558260558745	0.0448888141458236
"Zm00001eb355690"	-2.74722968661908	1.07051056346524	0.000340164187491234	0.0460731370574503
"Zm00001eb170920"	2.43261872576847	2.86267460345074	0.000347186260020701	0.0467615281722854
"Zm00001eb264140"	-2.86710545110866	0.610074272049399	0.000353596724497009	0.0472903674784108
"Zm00001eb377400"	-2.5400781963602	2.0073909340432	0.000355035734107278	0.0472903674784108
"Zm00001eb413850"	-2.33364076657727	5.59686973568726	0.000361045627735776	0.0478266430718782
"Zm00001eb376710"	2.44473698043365	2.45667368571879	0.000390909311027742	0.0514996315823378
"Zm00001eb161720"	-3.41043512400856	-0.158972378184186	0.000407319919133577	0.0530814915156293
"Zm00001eb348110"	3.21692732345117	-0.0673006980531454	0.000407319919133577	0.0530814915156293
"Zm00001eb044310"	-3.01895922083329	0.0458835380685629	0.000421975032885427	0.0546384583871991
"Zm00001eb319250"	-3.92544468104068	-0.600129471421664	0.000423799897067744	0.0546384583871991
"Zm00001eb068480"	3.22421389445793	0.227832156592709	0.000430481233567077	0.0552046386173865
"Zm00001eb426920"	-2.3604412492481	3.20873759799056	0.000442770842330147	0.0564802234800927
"Zm00001eb235510"	2.30404548195693	4.72451780815355	0.000447977067203391	0.0568435742800345
"Zm00001eb267640"	-3.60711265054553	-0.362940498972391	0.000462206971074658	0.0580382701335361
"Zm00001eb087880"	3.36931250077833	-0.305493724146872	0.000462206971074658	0.0580382701335361
"Zm00001eb383830"	-2.27839033048923	5.54460241610037	0.000483275636373448	0.06036939024522
"Zm00001eb127180"	2.96631970433495	0.455341668666809	0.000491431338373132	0.0610717429733909
"Zm00001eb345950"	-2.65491823886572	1.08291927639216	0.000500348002087852	0.0618609742683899
"Zm00001eb116230"	-2.25289360224622	8.30840931139815	0.00050966555863617	0.0626914640467318
"Zm00001eb074910"	2.41325408614751	2.32328732816689	0.000515233032603675	0.0630545846854924
"Zm00001eb044960"	-2.26688646396762	5.34083833676637	0.000519557585717572	0.0630569804226411
"Zm00001eb138650"	-2.26792039404621	5.06509353830838	0.000520483599655961	0.0630569804226411
"Zm00001eb119080"	-2.40947372884572	2.24134139943338	0.000523859963370668	0.0631486992845171
"Zm00001eb364420"	-2.28045305263695	4.22833760504095	0.000530440412441505	0.0631920444603514
"Zm00001eb201580"	-2.34373994065571	2.83236257199868	0.000530996895310194	0.0631920444603514
"Zm00001eb359320"	2.3221240287293	3.44009084018714	0.000532082833193054	0.0631920444603514
"Zm00001eb149500"	-2.48775993511651	1.62570067589101	0.000538826981948705	0.0635680440231391
"Zm00001eb136150"	-2.63845196641184	1.06913394284355	0.000540522171170248	0.0635680440231391
"Zm00001eb203330"	2.26866672840546	4.58580071491684	0.000550210905867795	0.064110410989564
"Zm00001eb275420"	2.32621646801054	3.05491429036766	0.000555026399578857	0.064110410989564
"Zm00001eb353230"	-2.28844277495203	3.70268554396725	0.000556891177618882	0.064110410989564
"Zm00001eb148360"	-3.56287659151694	-0.400324982327979	0.000560000268202144	0.064110410989564
"Zm00001eb431420"	3.32992862569329	-0.337961549013145	0.000560000268202144	0.064110410989564
"Zm00001eb216000"	2.29639328873889	3.55788288247012	0.000561089083694803	0.064110410989564
"Zm00001eb086850"	-2.89811642394116	0.151405764667387	0.000567750016191435	0.0641523710898368
"Zm00001eb124950"	-2.24755477181603	5.41330123824212	0.000570855745555308	0.0641523710898368
"Zm00001eb071700"	-2.95043597284063	-0.0110330323753223	0.000572100036679867	0.0641523710898368
"Zm00001eb005570"	-2.95043597284063	-0.0110330323753223	0.000572100036679867	0.0641523710898368
"Zm00001eb344160"	-2.50616987882152	1.33993300504244	0.00058153805994548	0.064908801329748
"Zm00001eb146510"	-2.26061747569416	4.37700926585831	0.000588052507897028	0.0653334466031772
"Zm00001eb159220"	2.46111764302406	1.71816772327633	0.000612121428007074	0.0676955757239566
"Zm00001eb266160"	-2.28206033351999	3.36254823546906	0.000625436717845407	0.0688523005960498
"Zm00001eb239990"	-2.29039028880218	3.21664990301888	0.000640140011722623	0.0701506161028214
"Zm00001eb260160"	-2.33104991173321	2.4532900478124	0.000649816890134166	0.0708888479830073
"Zm00001eb333200"	-2.86648828002805	0.125203796809258	0.000653613050329959	0.0709817884252476
"Zm00001eb431080"	2.25597859784713	3.84070499430202	0.000657427739293363	0.071075898505039
"Zm00001eb241920"	-2.21210301006968	5.86413597176804	0.000662136909043517	0.0712654408041525
"Zm00001eb293510"	2.24533653825418	4.18664333388492	0.000665911862432627	0.0713531959617254
"Zm00001eb018630"	-2.35416118493657	2.29382551912336	0.000669930295640077	0.0714661482194098
"Zm00001eb341630"	2.20121107728788	6.44419279190527	0.000694736493595014	0.0737859124408907
"Zm00001eb041910"	2.59104103031537	0.978626786586337	0.000703716558408671	0.0740869105094963
"Zm00001eb053150"	2.59104103031537	0.978626786586337	0.000703716558408671	0.0740869105094963
"Zm00001eb037860"	2.45802951853817	1.5944329015635	0.000707587578004527	0.0741705605135267
"Zm00001eb080840"	-2.25726355351031	3.25242649584585	0.000710689741103284	0.0741732422868358
"Zm00001eb377390"	-2.61557048960681	0.864178692503725	0.00072637807522813	0.0754838319641163
"Zm00001eb250950"	2.3752636697277	2.09332163523299	0.000735088232614747	0.0755816388263714
"Zm00001eb224180"	2.19499971109596	5.76971752439697	0.000738432207694103	0.0755816388263714
"Zm00001eb242480"	-2.40623519540366	1.8070359895265	0.000739270803360452	0.0755816388263714
"Zm00001eb306070"	-2.20270624107214	4.89647619971351	0.000739859254345831	0.0755816388263714
"Zm00001eb428240"	-2.83415118222238	0.0985272774646834	0.000753722744689897	0.0766730027499102
"Zm00001eb221650"	2.57512303714736	0.965531331941472	0.00076503052393685	0.0774118560546792
"Zm00001eb342740"	2.27209930966054	2.94525745872798	0.000767407756317904	0.0774118560546792
"Zm00001eb220760"	-2.41670251407014	1.39399232926245	0.000811337743425876	0.0815022569010602
"Zm00001eb129480"	2.22355254297131	3.6112811743707	0.000817529127011784	0.0816803664266294
"Zm00001eb029000"	-2.77010915908002	0.225279861276604	0.000829315323561805	0.0816803664266294
"Zm00001eb022810"	-3.47011485890754	-0.478059754856639	0.000830008951679897	0.0816803664266294
"Zm00001eb016880"	2.3833755926526	1.76594279276314	0.000833297683569371	0.0816803664266294
"Zm00001eb246190"	-2.27837079663793	2.40996282098803	0.00083389442133662	0.0816803664266294
"Zm00001eb369830"	2.50768467281004	1.10600484070578	0.000835432174760287	0.0816803664266294
"Zm00001eb277960"	-2.50391827302642	1.19760414677566	0.000836826517374319	0.0816803664266294
"Zm00001eb122110"	-2.16290868605355	6.22682032765892	0.000843251930157049	0.0818668939221731
"Zm00001eb032280"	-2.2045713441947	3.85687821511849	0.000845528913958319	0.0818668939221731
"Zm00001eb107560"	-2.17765573629681	4.89498061053963	0.00084945632523842	0.0819181701806923
"Zm00001eb017400"	-2.27040982855552	2.4311517228868	0.000872698768839469	0.0838242813464174
"Zm00001eb033080"	-2.1818534620096	4.21711484085197	0.000897490377277375	0.0858634742292866
"Zm00001eb066480"	-2.16079509220799	4.43681526681199	0.000947394364501598	0.0899356103793822
"Zm00001eb295720"	2.91333966767461	0.207621975613865	0.000947515244778426	0.0899356103793822
"Zm00001eb206400"	2.1352351409196	6.85395519980045	0.000956120033707747	0.0903964623241572
"Zm00001eb153570"	-3.25048738053377	-0.293405448414711	0.000966726560424983	0.0910422290831481
"Zm00001eb055460"	2.12925615824774	7.24690895293951	0.000979584234426838	0.0918941490575744
"Zm00001eb149430"	2.2318228077912	2.67118292445332	0.00100590425786079	0.0936720289315161
"Zm00001eb343120"	2.15094354370856	4.70662133346027	0.00100630700125524	0.0936720289315161
"Zm00001eb299540"	-2.38295202585275	1.30381415104102	0.0010176412065239	0.0940867497151898
"Zm00001eb405150"	-2.23884519069239	2.32058919176331	0.0010185674095012	0.0940867497151898
"Zm00001eb048860"	-2.28662964050966	1.95979041926135	0.00102351051106362	0.0941824996611941
"Zm00001eb389640"	2.13894204979718	4.84209724652512	0.00103074745787507	0.0944877964331183
"Zm00001eb343900"	-2.11708195781146	6.9897655703784	0.00104437082146349	0.0949927253360446
"Zm00001eb218430"	3.52721713732094	-0.672420680759074	0.00104899824172186	0.0949927253360446
"Zm00001eb023680"	2.25379845875624	2.49250086278642	0.00105237541935907	0.0949927253360446
"Zm00001eb289000"	-2.1310127862981	5.16985927157754	0.00105372631978835	0.0949927253360446
"Zm00001eb027780"	2.6284159651404	0.653355135129419	0.00105595629806545	0.0949927253360446
"Zm00001eb102510"	2.23283420860723	2.38223360882772	0.00107566380484252	0.0964058686652353
